ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,TIPO_DE_CALLE,Calle,Dirección Normalizada,COMUNA,pos x,pos y,VICTIMA,ACUSADO,COMUNA_NOMBRE,COMUNA_POB,DIA_SEMANA_NUM,DIA_SEMANA_STR
2018-0125,1,2018-11-16,2018,11,16,21.0,AVENIDA,SAENZ AV.,SAENZ AV. y VENTANA,4.0,-58.41650465,-34.65084045,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,4,Viernes
2018-0126,1,2018-11-18,2018,11,18,12.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9.0,-58.52994219,-34.64055918,MOTO,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,6,Domingo
2018-0127,1,2018-11-19,2018,11,19,9.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12.0,-58.50993046,-34.56919739,MOTO,MOTO,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,0,Lunes
2018-0128,2,2018-11-25,2018,11,25,4.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 11200",9.0,-58.52844623,-34.64592873,AUTO,PASAJEROS,"Liniers, Mataderos, Parque Avellaneda",169538.0,6,Domingo
2018-0129,1,2018-11-28,2018,11,28,4.0,AVENIDA,"NEWBERY, JORGE AV.","NEWBERY, JORGE AV. y GUEVARA",15.0,-58.45021367,-34.58695347,MOTO,PASAJEROS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,2,Miércoles
2018-0130,1,2018-12-03,2018,12,3,3.0,AVENIDA,GAONA AV.,GAONA AV. y SEGUROLA AV.,10.0,-58.49022072,-34.62770192,MOTO,PASAJEROS,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,0,Lunes
2018-0131,1,2018-12-07,2018,12,7,19.0,AVENIDA,"MADERO, EDUARDO AV.","MADERO, EDUARDO AV. 550",1.0,-58.36860866,-34.60106568,MOTO,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,4,Viernes
2018-0132,1,2018-12-12,2018,12,12,8.0,AUTOPISTA,AUTOPISTA ARTURO ILLIA,"AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2.0,-58.39490504,-34.57241534,PEATON,CARGAS,Recoleta,158368.0,2,Miércoles
2018-0133,1,2018-12-12,2018,12,12,14.0,AVENIDA,NAZCA AV.,NAZCA AV. y RIVADAVIA AV.,7.0,-58.46963952,-34.63070603,PEATON,CARGAS,"Flores, Parque Chacabuco",216832.0,2,Miércoles
2018-0134,1,2018-12-12,2018,12,12,21.0,AVENIDA,LA PLATA AV.,LA PLATA AV. y CASEROS AV.,7.0,-58.42349365,-34.64019887,PEATON,MOTO,"Flores, Parque Chacabuco",216832.0,2,Miércoles
2018-0135,1,2018-12-18,2018,12,18,14.0,AVENIDA,BELGRANO AV.,BELGRANO AV. y PERU,1.0,-58.37471802,-34.61265002,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2018-0136,1,2018-12-18,2018,12,18,15.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 7013,7.0,-58.46438789,-34.62913916,PEATON,PASAJEROS,"Flores, Parque Chacabuco",216832.0,1,Martes
2018-0137,1,2018-12-18,2018,12,18,20.0,CALLE,"ALSINA, ADOLFO","ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1.0,-58.38481975,-34.61100424,MOTO,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2018-0138,1,2018-12-21,2018,12,21,9.0,CALLE,BERMUDEZ,BERMUDEZ 1893,10.0,-58.50751833,-34.62073702,PASAJEROS,PASAJEROS,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,4,Viernes
2018-0139,1,2018-12-22,2018,12,22,6.0,CALLE,SANTANDER,SANTANDER 1974,7.0,-58.44682986,-34.63888084,MOTO,MOTO,"Flores, Parque Chacabuco",216832.0,5,Sábado
2018-0140,1,2018-12-22,2018,12,22,8.0,CALLE,LANTERI JULIETA,LANTERI JULIETA 1400,1.0,-58.3600465,-34.61381341,AUTO,AUTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,5,Sábado
2018-0141,1,2018-12-22,2018,12,22,17.0,AVENIDA,MAZA,MAZA e INDEPENDENCIA AV.,5.0,-58.41509546,-34.62085945,PEATON,MOTO,"Almagro, Boedo",193859.0,5,Sábado
2018-0142,1,2018-12-25,2018,12,25,13.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 5172",12.0,-58.50997604,-34.57251072,CARGAS,PASAJEROS,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,1,Martes
2018-0143,1,2018-12-29,2018,12,29,5.0,AVENIDA,OLIVERA AV.,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10.0,-58.48606475,-34.64047818,MOTO,AUTO,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,5,Sábado
2019-0001,1,2019-01-08,2019,1,8,8.0,AVENIDA,"CASTILLO, RAMON S., PRES. AV.","CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2.0,-58.38526125,-34.5780581,MOTO,CARGAS,Recoleta,158368.0,1,Martes
2019-0002,1,2019-01-09,2019,1,9,4.0,AVENIDA,CASTA?ARES AV.,"CASTAÃ‘ARES AV. y MORENO, PERITO AV.",7.0,-58.45463662,-34.65082149,AUTO,CARGAS,"Flores, Parque Chacabuco",216832.0,2,Miércoles
2019-0003,1,2019-01-12,2019,1,12,8.0,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y TERRADA,15.0,-58.49121672,-34.59718073,MOTO,AUTO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,5,Sábado
2019-0004,1,2019-01-14,2019,1,14,19.0,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. y MEDINA",9.0,-58.47325712,-34.65284605,AUTO,PASAJEROS,"Liniers, Mataderos, Parque Avellaneda",169538.0,0,Lunes
2019-0005,1,2019-01-19,2019,1,19,12.0,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10.0,-58.52108101,-34.63382309,MOTO,CARGAS,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,5,Sábado
2019-0006,1,2019-01-23,2019,1,23,5.0,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA","OBLIGADO RAFAEL, AV.COSTANERA 4650",14.0,-58.41652702,-34.55509606,PEATON,AUTO,Palermo,249016.0,2,Miércoles
2019-0007,1,2019-01-26,2019,1,26,19.0,CALLE,"MITRE, BARTOLOME","MITRE, BARTOLOME y YATAY",5.0,-58.42891604,-34.6107166,MOTO,AUTO,"Almagro, Boedo",193859.0,5,Sábado
2019-0008,1,2019-01-30,2019,1,30,22.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 16080",8.0,-58.47802293,-34.69156793,MOTO,MULTIPLE,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,2,Miércoles
2019-0009,1,2019-01-31,2019,1,31,14.0,AVENIDA,CHACABUCO,CHACABUCO y SAN JUAN AV.,1.0,-58.37564821,-34.62200207,MOTO,AUTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,3,Jueves
2019-0010,2,2019-02-02,2019,2,2,7.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. 4100,14.0,-58.42668489,-34.56961468,PEATON,AUTO,Palermo,249016.0,5,Sábado
2019-0011,1,2019-02-10,2019,2,10,1.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9.0,-58.5183993,-34.66252488,PEATON,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,6,Domingo
2019-0012,1,2019-02-17,2019,2,17,3.0,AVENIDA,CASTA?ARES AV.,"CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",8.0,-58.48432691,-34.67665828,MOTO,AUTO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,6,Domingo
2019-0013,1,2019-02-20,2019,2,20,7.0,CALLE,SALVIGNY,SALVIGNY y MOM,7.0,-58.4338383,-34.64457699,PEATON,AUTO,"Flores, Parque Chacabuco",216832.0,2,Miércoles
2019-0014,1,2019-02-20,2019,2,20,17.0,CALLE,"LAMARCA, EMILIO","LAMARCA, EMILIO 5402",11.0,-58.51664939,-34.58657938,MOTO,OBJETO FIJO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,2,Miércoles
2019-0015,1,2019-02-23,2019,2,23,6.0,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. 5638,11.0,-58.49613012,-34.59703502,AUTO,OBJETO FIJO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,5,Sábado
2019-0016,1,2019-02-24,2019,2,24,2.0,CALLE,"CARRILLO, RAMON, DR.","CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4.0,-58.38313603,-34.63356284,MOTO,PASAJEROS,"Barracas, La Boca",230945.0,6,Domingo
2019-0017,1,2019-03-03,2019,3,3,7.0,CALLE,MEXICO,MEXICO y PICHINCHA,3.0,-58.39914719,-34.61632317,AUTO,PASAJEROS,"San Cristóbal, Balvanera",236294.0,6,Domingo
2019-0018,1,2019-03-03,2019,3,3,23.0,AUTOPISTA,"CANTILO, INT.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13.0,-58.44927253,-34.54048625,PEATON,AUTO,"Núñez, Belgrano, Colegiales",265199.0,6,Domingo
2019-0019,1,2019-03-06,2019,3,6,12.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. 6326,13.0,-58.45049163,-34.55374003,MOTO,AUTO,"Núñez, Belgrano, Colegiales",265199.0,2,Miércoles
2019-0020,1,2019-03-07,2019,3,7,21.0,AVENIDA,CHICLANA AV.,CHICLANA AV. 3444,5.0,-58.41288952,-34.63572989,MOTO,AUTO,"Almagro, Boedo",193859.0,3,Jueves
2019-0021,1,2019-03-15,2019,3,15,22.0,AVENIDA,BOYACA AV.,BOYACA AV. y YERBAL,7.0,-58.45743597,-34.62561234,MOTO,AUTO,"Flores, Parque Chacabuco",216832.0,4,Viernes
2019-0022,1,2019-03-15,2019,3,15,0.0,AVENIDA,ENTRE RIOS AV.,ENTRE RIOS AV. 1260,1.0,-58.39123782,-34.62352245,AUTO,,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,4,Viernes
2019-0023,1,2019-03-16,2019,3,16,8.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y JACQUES, AMADEO",9.0,-58.52922765,-34.63637963,AUTO,OBJETO FIJO,"Liniers, Mataderos, Parque Avellaneda",169538.0,5,Sábado
2019-0024,1,2019-03-19,2019,3,19,7.0,AVENIDA,ANTARTIDA ARGENTINA AV.,ANTARTIDA ARGENTINA AV. 1325,1.0,-58.37208118,-34.58541957,MOTO,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2019-0025,1,2019-03-22,2019,3,22,13.0,CALLE,"MITRE, BARTOLOME","MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",5.0,-58.41458534,-34.60937557,PEATON,AUTO,"Almagro, Boedo",193859.0,4,Viernes
2019-0026,1,2019-03-28,2019,3,28,7.0,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8.0,-58.47976785,-34.69153196,PEATON,PASAJEROS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,3,Jueves
2019-0027,1,2019-03-28,2019,3,28,11.0,AVENIDA,SANTA FE AV.,SANTA FE AV. y AZCUENAGA,2.0,-58.39990285,-34.59511714,BICICLETA,MULTIPLE,Recoleta,158368.0,3,Jueves
2019-0028,1,2019-04-06,2019,4,6,9.0,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",11.0,-58.46051346,-34.60588536,PEATON,PASAJEROS,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,5,Sábado
2019-0029,1,2019-04-07,2019,4,7,10.0,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8.0,-58.47976785,-34.69153196,MOTO,OBJETO FIJO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,6,Domingo
2019-0030,1,2019-04-09,2019,4,9,16.0,CALLE,"ALVAREZ, DONATO, TTE. GRAL.","ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7.0,-58.45457546,-34.62447891,MOTO,CARGAS,"Flores, Parque Chacabuco",216832.0,1,Martes
2019-0031,1,2019-04-12,2019,4,12,19.0,AVENIDA,CORDOBA AV.,"CORDOBA AV. y MADERO, EDUARDO AV.",1.0,-58.36951669,-34.59832047,BICICLETA,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,4,Viernes
2019-0032,1,2019-04-16,2019,4,16,11.0,AVENIDA,CAMARONES,"CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11.0,-58.46415322,-34.6044379,PEATON,AUTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,1,Martes
2019-0033,1,2019-04-18,2019,4,18,1.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,"AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",1.0,-58.36607137,-34.62150748,MOTO,,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,3,Jueves
2019-0034,1,2019-04-21,2019,4,21,9.0,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. 3050",7.0,-58.45537373,-34.65093074,MOTO,OBJETO FIJO,"Flores, Parque Chacabuco",216832.0,6,Domingo
2019-0035,1,2019-04-23,2019,4,23,14.0,CALLE,SUIPACHA,SUIPACHA 665,1.0,-58.37942637,-34.60053054,PEATON,BICICLETA,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2019-0036,1,2019-04-26,2019,4,26,22.0,CALLE,RIGLOS,RIGLOS y FORMOSA,6.0,-58.4368044,-34.62147504,MOTO,AUTO,Caballito,203784.0,4,Viernes
2019-0037,1,2019-05-01,2019,5,1,23.0,AVENIDA,LA RIOJA,LA RIOJA e INDEPENDENCIA AV.,3.0,-58.40778291,-34.61971907,MOTO,AUTO,"San Cristóbal, Balvanera",236294.0,2,Miércoles
2019-0038,1,2019-05-04,2019,5,4,14.0,AVENIDA,"UDAONDO, GUILLERMO AV.","UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13.0,-58.45212523,-34.54628513,PEATON,MOTO,"Núñez, Belgrano, Colegiales",265199.0,5,Sábado
2019-0039,1,2019-05-09,2019,5,9,3.0,AVENIDA,SAN PEDRITO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,7.0,-58.46749188,-34.63551751,MOTO,AUTO,"Flores, Parque Chacabuco",216832.0,3,Jueves
2019-0040,1,2019-05-09,2019,5,9,12.0,CALLE,PUAN,PUAN y SANTANDER,7.0,-58.4426358,-34.63679732,MOTO,,"Flores, Parque Chacabuco",216832.0,3,Jueves
2019-0041,1,2019-05-11,2019,5,11,20.0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",9.0,-58.51140289,-34.65846419,AUTO,MULTIPLE,"Liniers, Mataderos, Parque Avellaneda",169538.0,5,Sábado
2019-0042,1,2019-05-14,2019,5,14,15.0,CALLE,LIMA,LIMA y CONSTITUCION,1.0,-58.38211431,-34.62465368,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2019-0043,1,2019-05-21,2019,5,21,9.0,AVENIDA,CORDOBA AV.,"CORDOBA AV. y MADERO, EDUARDO AV.",1.0,-58.36951669,-34.59832047,BICICLETA,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2019-0044,1,2019-05-27,2019,5,27,12.0,AVENIDA,BOEDO AV.,BOEDO AV. 650,5.0,-58.41635217,-34.62036547,PEATON,MOTO,"Almagro, Boedo",193859.0,0,Lunes
2019-0045,1,2019-06-03,2019,6,3,7.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,14.0,-58.41316147,-34.57579669,MOTO,CARGAS,Palermo,249016.0,0,Lunes
2019-0046,1,2019-06-04,2019,6,4,9.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y CABILDO AV.",13.0,-58.47617802,-34.53825652,MOTO,AUTO,"Núñez, Belgrano, Colegiales",265199.0,1,Martes
2019-0047,1,2019-06-06,2019,6,6,10.0,AVENIDA,CASEROS AV.,CASEROS AV. 1700,4.0,-58.38641783,-34.63330028,PEATON,CARGAS,"Barracas, La Boca",230945.0,3,Jueves
2019-0048,1,2019-06-07,2019,6,7,7.0,AVENIDA,AVELLANEDA AV.,AVELLANEDA AV. 1548,6.0,-58.45322169,-34.62038137,MOTO,CARGAS,Caballito,203784.0,4,Viernes
2019-0049,1,2019-06-08,2019,6,8,9.0,CALLE,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ y MENDOZA,13.0,-58.45849057,-34.56166498,PEATON,CARGAS,"Núñez, Belgrano, Colegiales",265199.0,5,Sábado
2019-0050,1,2019-06-08,2019,6,8,23.0,AVENIDA,"SALGUERO, JERONIMO","SALGUERO, JERONIMO y HONDURAS AV.",14.0,-58.41829559,-34.59411677,MOTO,CARGAS,Palermo,249016.0,5,Sábado
2019-0051,1,2019-06-11,2019,6,11,10.0,CALLE,"FILIBERTO, JUAN DE DIOS","FILIBERTO, JUAN DE DIOS y OLAVARRIA",4.0,-58.36376488,-34.63832093,MOTO,AUTO,"Barracas, La Boca",230945.0,1,Martes
2019-0053,1,2019-06-14,2019,6,14,17.0,AVENIDA,ASTURIAS AV.,ASTURIAS AV. y CASTAÃ‘ARES AV.,8.0,-58.46442668,-34.66004784,AUTO,AUTO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,4,Viernes
2019-0054,1,2019-06-20,2019,6,20,3.0,CALLE,GANDARA,GANDARA 2976,15.0,-58.48222035,-34.58428769,MOTO,OBJETO FIJO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,3,Jueves
2019-0055,1,2019-06-20,2019,6,20,19.0,AVENIDA,"GUEVARA, TRINIDAD","GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",1.0,-58.36819005,-34.60283208,MOTO,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,3,Jueves
2019-0056,1,2019-06-29,2019,6,29,17.0,AVENIDA,BOYACA AV.,BOYACA AV. 305,7.0,-58.45877601,-34.62330939,PEATON,AUTO,"Flores, Parque Chacabuco",216832.0,5,Sábado
2019-0057,1,2019-07-05,2019,7,5,19.0,CALLE,ARTILLEROS,ARTILLEROS y LA PAMPA,13.0,-58.44196498,-34.55760517,PEATON,AUTO,"Núñez, Belgrano, Colegiales",265199.0,4,Viernes
2019-0058,1,2019-07-10,2019,7,10,9.0,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO e IRIGOYEN,10.0,-58.50622631,-34.63627822,MOTO,PASAJEROS,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,2,Miércoles
2019-0059,1,2019-07-13,2019,7,13,22.0,CALLE,15 DE NOVIEMBRE DE 1889,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,1.0,-58.3841088,-34.63099197,MOTO,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,5,Sábado
2019-0060,1,2019-07-17,2019,7,17,11.0,AVENIDA,"ACOSTA, MARIANO AV.","ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",10.0,-58.48100602,-34.63504312,PEATON,AUTO,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,2,Miércoles
2019-0061,1,2019-07-17,2019,7,17,18.0,CALLE,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888 y MENDOZA,13.0,-58.45200171,-34.5578132,PEATON,PASAJEROS,"Núñez, Belgrano, Colegiales",265199.0,2,Miércoles
2019-0062,1,2019-08-01,2019,8,1,23.0,AVENIDA,"PINO, VIRREY DEL","PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",13.0,-58.44462132,-34.56201105,PEATON,PASAJEROS,"Núñez, Belgrano, Colegiales",265199.0,3,Jueves
2019-0063,1,2019-08-04,2019,8,4,1.0,AVENIDA,FOREST AV.,FOREST AV. y MAURE,15.0,-58.45220688,-34.58711712,MOTO,PASAJEROS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,6,Domingo
2019-0064,1,2019-08-06,2019,8,6,3.0,AVENIDA,BOYACA AV.,BOYACA AV. y AVELLANEDA AV.,7.0,-58.4596221,-34.6224514,MOTO,AUTO,"Flores, Parque Chacabuco",216832.0,1,Martes
2019-0065,1,2019-08-08,2019,8,8,16.0,CALLE,BARCO CENTENERA DEL,BARCO CENTENERA DEL y TILCARA,4.0,-58.4197085,-34.65414867,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,3,Jueves
2019-0066,1,2019-08-11,2019,8,11,21.0,AVENIDA,RIESTRA AV.,RIESTRA AV. y BOLIVAR (NO OFICIAL),7.0,-58.44187596,-34.64938031,PEATON,AUTO,"Flores, Parque Chacabuco",216832.0,6,Domingo
2019-0067,1,2019-08-14,2019,8,14,15.0,CALLE,"CASTRO, EMILIO","CASTRO, EMILIO 4706",10.0,-58.49101637,-34.64276621,MOTO,CARGAS,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,2,Miércoles
2019-0068,1,2019-08-14,2019,8,14,17.0,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. 5600,8.0,-58.42493829,-34.66256502,MOTO,MOTO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,2,Miércoles
2019-0069,1,2019-08-17,2019,8,17,5.0,AVENIDA,"GARAY, JUAN DE AV.","GARAY, JUAN DE AV. 2874",4.0,-58.40489318,-34.62930162,MOTO,AUTO,"Barracas, La Boca",230945.0,5,Sábado
2019-0070,1,2019-08-22,2019,8,22,12.0,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.","SCALABRINI ORTIZ, RAUL AV. y GORRITI",14.0,-58.4268668,-34.59217875,MOTO,BICICLETA,Palermo,249016.0,3,Jueves
2019-0071,1,2019-08-27,2019,8,27,11.0,AVENIDA,PRIMERA JUNTA,PRIMERA JUNTA y OLIVERA AV.,9.0,-58.479611,-34.65620398,PEATON,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2019-0072,1,2019-08-28,2019,8,28,6.0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y AZUL",10.0,-58.47439934,-34.63524207,AUTO,AUTO,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,2,Miércoles
2019-0073,1,2019-08-29,2019,8,29,1.0,AVENIDA,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV. 1788,15.0,-58.46711912,-34.57926018,AUTO,OBJETO FIJO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,3,Jueves
2019-0074,1,2019-08-29,2019,8,29,9.0,AUTOPISTA,"LUGONES, LEOPOLDO AV.","LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",13.0,-58.46514781,-34.53465378,MOTO,CARGAS,"Núñez, Belgrano, Colegiales",265199.0,3,Jueves
2019-0075,1,2019-08-30,2019,8,30,23.0,CALLE,SAN ANTONIO,SAN ANTONIO y LUJAN,4.0,-58.37571078,-34.65584079,MOTO,PASAJEROS,"Barracas, La Boca",230945.0,4,Viernes
2019-0076,1,2019-09-05,2019,9,5,18.0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4.0,-58.37157668,-34.65429986,MOTO,CARGAS,"Barracas, La Boca",230945.0,3,Jueves
2019-0077,1,2019-09-08,2019,9,8,3.0,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y TAGLE",14.0,-58.39811256,-34.58070186,PEATON,AUTO,Palermo,249016.0,6,Domingo
2019-0078,1,2019-09-12,2019,9,12,8.0,AVENIDA,"EINSTEIN, ALBERTO","EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",4.0,-58.41125934,-34.6541774,PEATON,CARGAS,"Barracas, La Boca",230945.0,3,Jueves
2019-0079,1,2019-09-17,2019,9,17,5.0,CALLE,AGRELO,AGRELO y COLOMBRES,5.0,-58.41822901,-34.61866836,MOTO,PASAJEROS,"Almagro, Boedo",193859.0,1,Martes
2019-0080,1,2019-09-17,2019,9,17,18.0,GRAL PAZ,CABILDO AV.,"CABILDO AV. y PAZ, GRAL. AV.",13.0,-58.47617802,-34.53825652,PEATON,MOTO,"Núñez, Belgrano, Colegiales",265199.0,1,Martes
2019-0081,1,2019-09-23,2019,9,23,16.0,AVENIDA,ELCANO AV.,ELCANO AV. 4300,15.0,-58.46141281,-34.58623761,PEATON,PASAJEROS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,0,Lunes
2019-0082,1,2019-09-25,2019,9,25,7.0,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. 2428",8.0,-58.42985146,-34.6611974,BICICLETA,CARGAS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,2,Miércoles
2019-0083,1,2019-09-26,2019,9,26,8.0,CALLE,MONTE,MONTE y CORVALAN,9.0,-58.48457413,-34.6583909,AUTO,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,3,Jueves
2019-0084,1,2019-09-27,2019,9,27,11.0,CALLE,TANDIL,TANDIL y LAFUENTE,7.0,-58.46572884,-34.63628186,BICICLETA,CARGAS,"Flores, Parque Chacabuco",216832.0,4,Viernes
2019-0085,1,2019-10-09,2019,10,9,22.0,CALLE,CARDOSO,CARDOSO y BACACAY,10.0,-58.49261744,-34.6341913,BICICLETA,TREN,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,2,Miércoles
